case_id,operator_id,operator,hardware,method,status,reason,latency_us,mode
infer:SwiGlu|tilesim:910B4|tilesim,infer:SwiGlu,SwiGLU,tilesim:910B4,tilesim,succeeded,,174.5963826500531,cost-theo
infer:SwiGlu|tilesim:910B4|method3,infer:SwiGlu,SwiGLU,tilesim:910B4,method3,not_connected,尚未配置评估组件,,
infer:SwiGlu|tilesim:910B4|method4,infer:SwiGlu,SwiGLU,tilesim:910B4,method4,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|ascend|profile,infer:SwiGluQuant,SwiGluQuant,ascend,profile,not_connected,尚未接入实测参考,,
infer:SwiGluQuant|ascend|roofline,infer:SwiGluQuant,SwiGluQuant,ascend,roofline,unsupported,当前输入形式暂未适配评估,,
infer:SwiGluQuant|ascend|tilesim,infer:SwiGluQuant,SwiGluQuant,ascend,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:SwiGluQuant|ascend|method3,infer:SwiGluQuant,SwiGluQuant,ascend,method3,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|ascend|method4,infer:SwiGluQuant,SwiGluQuant,ascend,method4,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|h100|profile,infer:SwiGluQuant,SwiGluQuant,h100,profile,not_connected,尚未接入实测参考,,
infer:SwiGluQuant|h100|roofline,infer:SwiGluQuant,SwiGluQuant,h100,roofline,unsupported,当前输入形式暂未适配评估,,
infer:SwiGluQuant|h100|tilesim,infer:SwiGluQuant,SwiGluQuant,h100,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:SwiGluQuant|h100|method3,infer:SwiGluQuant,SwiGluQuant,h100,method3,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|h100|method4,infer:SwiGluQuant,SwiGluQuant,h100,method4,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|h200|profile,infer:SwiGluQuant,SwiGluQuant,h200,profile,not_connected,尚未接入实测参考,,
infer:SwiGluQuant|h200|roofline,infer:SwiGluQuant,SwiGluQuant,h200,roofline,unsupported,当前输入形式暂未适配评估,,
infer:SwiGluQuant|h200|tilesim,infer:SwiGluQuant,SwiGluQuant,h200,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:SwiGluQuant|h200|method3,infer:SwiGluQuant,SwiGluQuant,h200,method3,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|h200|method4,infer:SwiGluQuant,SwiGluQuant,h200,method4,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|b200|profile,infer:SwiGluQuant,SwiGluQuant,b200,profile,not_connected,尚未接入实测参考,,
infer:SwiGluQuant|b200|roofline,infer:SwiGluQuant,SwiGluQuant,b200,roofline,unsupported,当前输入形式暂未适配评估,,
infer:SwiGluQuant|b200|tilesim,infer:SwiGluQuant,SwiGluQuant,b200,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:SwiGluQuant|b200|method3,infer:SwiGluQuant,SwiGluQuant,b200,method3,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|b200|method4,infer:SwiGluQuant,SwiGluQuant,b200,method4,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|b300|profile,infer:SwiGluQuant,SwiGluQuant,b300,profile,not_connected,尚未接入实测参考,,
infer:SwiGluQuant|b300|roofline,infer:SwiGluQuant,SwiGluQuant,b300,roofline,unsupported,当前输入形式暂未适配评估,,
infer:SwiGluQuant|b300|tilesim,infer:SwiGluQuant,SwiGluQuant,b300,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:SwiGluQuant|b300|method3,infer:SwiGluQuant,SwiGluQuant,b300,method3,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|b300|method4,infer:SwiGluQuant,SwiGluQuant,b300,method4,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|r200|profile,infer:SwiGluQuant,SwiGluQuant,r200,profile,not_connected,尚未接入实测参考,,
infer:SwiGluQuant|r200|roofline,infer:SwiGluQuant,SwiGluQuant,r200,roofline,unsupported,当前输入形式暂未适配评估,,
infer:SwiGluQuant|r200|tilesim,infer:SwiGluQuant,SwiGluQuant,r200,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:SwiGluQuant|r200|method3,infer:SwiGluQuant,SwiGluQuant,r200,method3,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|r200|method4,infer:SwiGluQuant,SwiGluQuant,r200,method4,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|modeling:Adevice03_POD|profile,infer:SwiGluQuant,SwiGluQuant,modeling:Adevice03_POD,profile,not_connected,尚未接入实测参考,,
infer:SwiGluQuant|modeling:Adevice03_POD|roofline,infer:SwiGluQuant,SwiGluQuant,modeling:Adevice03_POD,roofline,unsupported,当前输入形式暂未适配评估,,
infer:SwiGluQuant|modeling:Adevice03_POD|tilesim,infer:SwiGluQuant,SwiGluQuant,modeling:Adevice03_POD,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:SwiGluQuant|modeling:Adevice03_POD|method3,infer:SwiGluQuant,SwiGluQuant,modeling:Adevice03_POD,method3,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|modeling:Adevice03_POD|method4,infer:SwiGluQuant,SwiGluQuant,modeling:Adevice03_POD,method4,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|modeling:Adevice03_Server|profile,infer:SwiGluQuant,SwiGluQuant,modeling:Adevice03_Server,profile,not_connected,尚未接入实测参考,,
infer:SwiGluQuant|modeling:Adevice03_Server|roofline,infer:SwiGluQuant,SwiGluQuant,modeling:Adevice03_Server,roofline,unsupported,当前输入形式暂未适配评估,,
infer:SwiGluQuant|modeling:Adevice03_Server|tilesim,infer:SwiGluQuant,SwiGluQuant,modeling:Adevice03_Server,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:SwiGluQuant|modeling:Adevice03_Server|method3,infer:SwiGluQuant,SwiGluQuant,modeling:Adevice03_Server,method3,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|modeling:Adevice03_Server|method4,infer:SwiGluQuant,SwiGluQuant,modeling:Adevice03_Server,method4,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|modeling:B200_POD|profile,infer:SwiGluQuant,SwiGluQuant,modeling:B200_POD,profile,not_connected,尚未接入实测参考,,
infer:SwiGluQuant|modeling:B200_POD|roofline,infer:SwiGluQuant,SwiGluQuant,modeling:B200_POD,roofline,unsupported,当前输入形式暂未适配评估,,
infer:SwiGluQuant|modeling:B200_POD|tilesim,infer:SwiGluQuant,SwiGluQuant,modeling:B200_POD,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:SwiGluQuant|modeling:B200_POD|method3,infer:SwiGluQuant,SwiGluQuant,modeling:B200_POD,method3,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|modeling:B200_POD|method4,infer:SwiGluQuant,SwiGluQuant,modeling:B200_POD,method4,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|modeling:B200_Server|profile,infer:SwiGluQuant,SwiGluQuant,modeling:B200_Server,profile,not_connected,尚未接入实测参考,,
infer:SwiGluQuant|modeling:B200_Server|roofline,infer:SwiGluQuant,SwiGluQuant,modeling:B200_Server,roofline,unsupported,当前输入形式暂未适配评估,,
infer:SwiGluQuant|modeling:B200_Server|tilesim,infer:SwiGluQuant,SwiGluQuant,modeling:B200_Server,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:SwiGluQuant|modeling:B200_Server|method3,infer:SwiGluQuant,SwiGluQuant,modeling:B200_Server,method3,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|modeling:B200_Server|method4,infer:SwiGluQuant,SwiGluQuant,modeling:B200_Server,method4,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|modeling:B300_POD|profile,infer:SwiGluQuant,SwiGluQuant,modeling:B300_POD,profile,not_connected,尚未接入实测参考,,
infer:SwiGluQuant|modeling:B300_POD|roofline,infer:SwiGluQuant,SwiGluQuant,modeling:B300_POD,roofline,unsupported,当前输入形式暂未适配评估,,
infer:SwiGluQuant|modeling:B300_POD|tilesim,infer:SwiGluQuant,SwiGluQuant,modeling:B300_POD,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:SwiGluQuant|modeling:B300_POD|method3,infer:SwiGluQuant,SwiGluQuant,modeling:B300_POD,method3,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|modeling:B300_POD|method4,infer:SwiGluQuant,SwiGluQuant,modeling:B300_POD,method4,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|modeling:B300_Server|profile,infer:SwiGluQuant,SwiGluQuant,modeling:B300_Server,profile,not_connected,尚未接入实测参考,,
infer:SwiGluQuant|modeling:B300_Server|roofline,infer:SwiGluQuant,SwiGluQuant,modeling:B300_Server,roofline,unsupported,当前输入形式暂未适配评估,,
infer:SwiGluQuant|modeling:B300_Server|tilesim,infer:SwiGluQuant,SwiGluQuant,modeling:B300_Server,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:SwiGluQuant|modeling:B300_Server|method3,infer:SwiGluQuant,SwiGluQuant,modeling:B300_Server,method3,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|modeling:B300_Server|method4,infer:SwiGluQuant,SwiGluQuant,modeling:B300_Server,method4,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|modeling:H100_POD|profile,infer:SwiGluQuant,SwiGluQuant,modeling:H100_POD,profile,not_connected,尚未接入实测参考,,
infer:SwiGluQuant|modeling:H100_POD|roofline,infer:SwiGluQuant,SwiGluQuant,modeling:H100_POD,roofline,unsupported,当前输入形式暂未适配评估,,
infer:SwiGluQuant|modeling:H100_POD|tilesim,infer:SwiGluQuant,SwiGluQuant,modeling:H100_POD,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:SwiGluQuant|modeling:H100_POD|method3,infer:SwiGluQuant,SwiGluQuant,modeling:H100_POD,method3,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|modeling:H100_POD|method4,infer:SwiGluQuant,SwiGluQuant,modeling:H100_POD,method4,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|modeling:H100_Server|profile,infer:SwiGluQuant,SwiGluQuant,modeling:H100_Server,profile,not_connected,尚未接入实测参考,,
infer:SwiGluQuant|modeling:H100_Server|roofline,infer:SwiGluQuant,SwiGluQuant,modeling:H100_Server,roofline,unsupported,当前输入形式暂未适配评估,,
infer:SwiGluQuant|modeling:H100_Server|tilesim,infer:SwiGluQuant,SwiGluQuant,modeling:H100_Server,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:SwiGluQuant|modeling:H100_Server|method3,infer:SwiGluQuant,SwiGluQuant,modeling:H100_Server,method3,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|modeling:H100_Server|method4,infer:SwiGluQuant,SwiGluQuant,modeling:H100_Server,method4,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|modeling:H200_POD|profile,infer:SwiGluQuant,SwiGluQuant,modeling:H200_POD,profile,not_connected,尚未接入实测参考,,
infer:SwiGluQuant|modeling:H200_POD|roofline,infer:SwiGluQuant,SwiGluQuant,modeling:H200_POD,roofline,unsupported,当前输入形式暂未适配评估,,
infer:SwiGluQuant|modeling:H200_POD|tilesim,infer:SwiGluQuant,SwiGluQuant,modeling:H200_POD,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:SwiGluQuant|modeling:H200_POD|method3,infer:SwiGluQuant,SwiGluQuant,modeling:H200_POD,method3,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|modeling:H200_POD|method4,infer:SwiGluQuant,SwiGluQuant,modeling:H200_POD,method4,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|modeling:H200_Server|profile,infer:SwiGluQuant,SwiGluQuant,modeling:H200_Server,profile,not_connected,尚未接入实测参考,,
infer:SwiGluQuant|modeling:H200_Server|roofline,infer:SwiGluQuant,SwiGluQuant,modeling:H200_Server,roofline,unsupported,当前输入形式暂未适配评估,,
infer:SwiGluQuant|modeling:H200_Server|tilesim,infer:SwiGluQuant,SwiGluQuant,modeling:H200_Server,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:SwiGluQuant|modeling:H200_Server|method3,infer:SwiGluQuant,SwiGluQuant,modeling:H200_Server,method3,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|modeling:H200_Server|method4,infer:SwiGluQuant,SwiGluQuant,modeling:H200_Server,method4,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|modeling:R200_Server|profile,infer:SwiGluQuant,SwiGluQuant,modeling:R200_Server,profile,not_connected,尚未接入实测参考,,
infer:SwiGluQuant|modeling:R200_Server|roofline,infer:SwiGluQuant,SwiGluQuant,modeling:R200_Server,roofline,unsupported,当前输入形式暂未适配评估,,
infer:SwiGluQuant|modeling:R200_Server|tilesim,infer:SwiGluQuant,SwiGluQuant,modeling:R200_Server,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:SwiGluQuant|modeling:R200_Server|method3,infer:SwiGluQuant,SwiGluQuant,modeling:R200_Server,method3,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|modeling:R200_Server|method4,infer:SwiGluQuant,SwiGluQuant,modeling:R200_Server,method4,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|tilesim:910B1|profile,infer:SwiGluQuant,SwiGluQuant,tilesim:910B1,profile,not_connected,尚未接入实测参考,,
infer:SwiGluQuant|tilesim:910B1|roofline,infer:SwiGluQuant,SwiGluQuant,tilesim:910B1,roofline,unsupported,缺少此型号的 Roofline 规格（矩阵/向量峰值、整卡 HBM 带宽）,,
infer:SwiGluQuant|tilesim:910B1|tilesim,infer:SwiGluQuant,SwiGluQuant,tilesim:910B1,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:SwiGluQuant|tilesim:910B1|method3,infer:SwiGluQuant,SwiGluQuant,tilesim:910B1,method3,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|tilesim:910B1|method4,infer:SwiGluQuant,SwiGluQuant,tilesim:910B1,method4,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|tilesim:910B4|profile,infer:SwiGluQuant,SwiGluQuant,tilesim:910B4,profile,not_connected,尚未接入实测参考,,
infer:SwiGluQuant|tilesim:910B4|roofline,infer:SwiGluQuant,SwiGluQuant,tilesim:910B4,roofline,unsupported,缺少此型号的 Roofline 规格（矩阵/向量峰值、整卡 HBM 带宽）,,
infer:SwiGluQuant|tilesim:910B4|tilesim,infer:SwiGluQuant,SwiGluQuant,tilesim:910B4,tilesim,unsupported,TileSim 未提供与当前算子边界等价且已验证的模型,,
infer:SwiGluQuant|tilesim:910B4|method3,infer:SwiGluQuant,SwiGluQuant,tilesim:910B4,method3,not_connected,尚未配置评估组件,,
infer:SwiGluQuant|tilesim:910B4|method4,infer:SwiGluQuant,SwiGluQuant,tilesim:910B4,method4,not_connected,尚未配置评估组件,,
infer:SwigluGroupQuant|ascend|profile,infer:SwigluGroupQuant,SwigluGroupQuant,ascend,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|ascend|roofline,infer:SwigluGroupQuant,SwigluGroupQuant,ascend,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|ascend|tilesim,infer:SwigluGroupQuant,SwigluGroupQuant,ascend,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|ascend|method3,infer:SwigluGroupQuant,SwigluGroupQuant,ascend,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|ascend|method4,infer:SwigluGroupQuant,SwigluGroupQuant,ascend,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|h100|profile,infer:SwigluGroupQuant,SwigluGroupQuant,h100,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|h100|roofline,infer:SwigluGroupQuant,SwigluGroupQuant,h100,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|h100|tilesim,infer:SwigluGroupQuant,SwigluGroupQuant,h100,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|h100|method3,infer:SwigluGroupQuant,SwigluGroupQuant,h100,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|h100|method4,infer:SwigluGroupQuant,SwigluGroupQuant,h100,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|h200|profile,infer:SwigluGroupQuant,SwigluGroupQuant,h200,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|h200|roofline,infer:SwigluGroupQuant,SwigluGroupQuant,h200,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|h200|tilesim,infer:SwigluGroupQuant,SwigluGroupQuant,h200,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|h200|method3,infer:SwigluGroupQuant,SwigluGroupQuant,h200,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|h200|method4,infer:SwigluGroupQuant,SwigluGroupQuant,h200,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|b200|profile,infer:SwigluGroupQuant,SwigluGroupQuant,b200,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|b200|roofline,infer:SwigluGroupQuant,SwigluGroupQuant,b200,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|b200|tilesim,infer:SwigluGroupQuant,SwigluGroupQuant,b200,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|b200|method3,infer:SwigluGroupQuant,SwigluGroupQuant,b200,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|b200|method4,infer:SwigluGroupQuant,SwigluGroupQuant,b200,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|b300|profile,infer:SwigluGroupQuant,SwigluGroupQuant,b300,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|b300|roofline,infer:SwigluGroupQuant,SwigluGroupQuant,b300,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|b300|tilesim,infer:SwigluGroupQuant,SwigluGroupQuant,b300,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|b300|method3,infer:SwigluGroupQuant,SwigluGroupQuant,b300,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|b300|method4,infer:SwigluGroupQuant,SwigluGroupQuant,b300,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|r200|profile,infer:SwigluGroupQuant,SwigluGroupQuant,r200,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|r200|roofline,infer:SwigluGroupQuant,SwigluGroupQuant,r200,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|r200|tilesim,infer:SwigluGroupQuant,SwigluGroupQuant,r200,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|r200|method3,infer:SwigluGroupQuant,SwigluGroupQuant,r200,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|r200|method4,infer:SwigluGroupQuant,SwigluGroupQuant,r200,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:Adevice03_POD|profile,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:Adevice03_POD,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:Adevice03_POD|roofline,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:Adevice03_POD,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:Adevice03_POD|tilesim,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:Adevice03_POD,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:Adevice03_POD|method3,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:Adevice03_POD,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:Adevice03_POD|method4,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:Adevice03_POD,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:Adevice03_Server|profile,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:Adevice03_Server,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:Adevice03_Server|roofline,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:Adevice03_Server,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:Adevice03_Server|tilesim,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:Adevice03_Server,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:Adevice03_Server|method3,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:Adevice03_Server,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:Adevice03_Server|method4,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:Adevice03_Server,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:B200_POD|profile,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:B200_POD,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:B200_POD|roofline,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:B200_POD,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:B200_POD|tilesim,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:B200_POD,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:B200_POD|method3,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:B200_POD,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:B200_POD|method4,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:B200_POD,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:B200_Server|profile,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:B200_Server,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:B200_Server|roofline,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:B200_Server,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:B200_Server|tilesim,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:B200_Server,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:B200_Server|method3,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:B200_Server,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:B200_Server|method4,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:B200_Server,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:B300_POD|profile,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:B300_POD,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:B300_POD|roofline,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:B300_POD,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:B300_POD|tilesim,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:B300_POD,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:B300_POD|method3,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:B300_POD,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:B300_POD|method4,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:B300_POD,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:B300_Server|profile,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:B300_Server,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:B300_Server|roofline,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:B300_Server,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:B300_Server|tilesim,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:B300_Server,tilesim,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:B300_Server|method3,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:B300_Server,method3,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:B300_Server|method4,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:B300_Server,method4,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:H100_POD|profile,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:H100_POD,profile,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
infer:SwigluGroupQuant|modeling:H100_POD|roofline,infer:SwigluGroupQuant,SwigluGroupQuant,modeling:H100_POD,roofline,blocked_input,形状需要1至8个正整数维度，每维不超过1048576，总元素不超过2^40。,,
